0,US-10480,87849,Technical Story,2019-09-13T11:30:07.976-0400,Doing,[],['breaking-change']
0,US-10480,87849,Technical Story,2019-09-13T11:30:01.593-0400,To Do,[],['breaking-change']
0,US-10473,87830,Story,2019-09-12T13:45:14.291-0400,Doing,[],"['5.7_candidate', 'breaking-change']"
0,US-10473,87830,Story,2019-09-12T13:45:12.829-0400,To Do,[],"['5.7_candidate', 'breaking-change']"
0,US-10471,87821,Bug,2019-09-12T11:11:25.546-0400,To Do,[],[]
0,US-10458,87795,Bug,2019-09-12T11:10:16.499-0400,To Do,[],[]
0,US-10457,87794,Epic,2019-09-11T14:48:12.407-0400,To Do,[],[]
0,US-10455,87783,Bug,2019-09-12T11:18:05.577-0400,To Do,[],[]
0,US-10453,87744,Story,2019-09-16T16:20:17.771-0400,Closed,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['Deprecation']
0,US-10453,87744,Story,2019-09-16T13:15:43.170-0400,Verified,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['Deprecation']
0,US-10453,87744,Story,2019-09-16T11:15:57.181-0400,Documentation,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['Deprecation']
0,US-10453,87744,Story,2019-09-16T11:15:52.915-0400,Test,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['Deprecation']
0,US-10453,87744,Story,2019-09-16T11:15:49.603-0400,Doing,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['Deprecation']
0,US-10453,87744,Story,2019-09-16T09:09:19.799-0400,To Do,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['Deprecation']
0,US-10451,87742,Story,2019-09-11T11:37:34.996-0400,Closed,[],[]
0,US-10442,87731,Story,2019-09-16T09:51:30.490-0400,Doing,[],[]
0,US-10442,87731,Story,2019-09-16T09:50:50.320-0400,To Do,[],[]
0,US-10439,87726,Spike,2019-09-13T08:37:06.184-0400,Closed,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['DDB']
0,US-10439,87726,Spike,2019-09-11T14:57:25.907-0400,Doing,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['DDB']
0,US-10439,87726,Spike,2019-09-11T14:56:57.141-0400,To Do,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",['DDB']
0,US-10420,87694,Story,2019-09-12T11:41:37.870-0400,Doing,[],"['5.7_candidate', 'DDB']"
0,US-10420,87694,Story,2019-09-12T11:41:31.338-0400,Test,[],"['5.7_candidate', 'DDB']"
0,US-10420,87694,Story,2019-09-11T13:13:49.742-0400,Doing,[],"['5.7_candidate', 'DDB']"
0,US-10420,87694,Story,2019-09-11T13:13:42.424-0400,To Do,[],"['5.7_candidate', 'DDB']"
0,US-10417,87685,Bug,2019-09-12T11:09:12.559-0400,To Do,[],[]
0,US-10415,87680,Bug,2019-09-16T14:16:26.471-0400,Test,[],"['Customer_Priority', 'jira_escalated']"
0,US-10415,87680,Bug,2019-09-16T09:33:14.257-0400,Doing,[],"['Customer_Priority', 'jira_escalated']"
0,US-10415,87680,Bug,2019-09-11T12:37:54.111-0400,Blocked,[],"['Customer_Priority', 'jira_escalated']"
0,US-10415,87680,Bug,2019-09-10T10:58:16.589-0400,Doing,[],"['Customer_Priority', 'jira_escalated']"
0,US-10415,87680,Bug,2019-09-10T10:58:13.049-0400,To Do,[],"['Customer_Priority', 'jira_escalated']"
0,US-10414,87679,Technical Story,2019-09-10T17:23:36.529-0400,Closed,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",[]
0,US-10414,87679,Technical Story,2019-09-10T17:23:20.499-0400,Verified,"[{'self': 'https://youilabs.atlassian.net/rest/api/2/version/24176', 'id': '24176', 'description': '', 'name': '5.7.0', 'archived': False, 'released': False}]",[]
